"source","target","role"
"US039858855","N(=C=S)C=1C=CC2=C(N=C(S2)C=2C=NC=CC2)C1","product"
"US039858856","COC1=CC2=C(N=C(S2)C2=NC=CC=C2)C=C1","product"
"US039858857","[N+](=O)([O-])C=1C(=CC2=C(N=C(S2)C2=NC=CC=C2)C1)OC","product"
"US039858858","N(=C=S)C=1C(=CC2=C(N=C(S2)C=2C=NC=CC2)C1)OC","product"
"US039858859","[N+](=O)([O-])C=1C=CC2=C(N=C(S2)C=2SC=CC2)C1","product"
"US0398588510","N(=C=S)C=1C=CC2=C(N=C(S2)C=2SC=CC2)C1","product"
"US039858751","ClC1=CC=C(OC2=CC=C(OCC(=O)OC)C=C2)C=C1","product"
"US039858811","NCC1N(CCC2=CC=CC=C12)CC1=CC=CC=C1","product"
"US039858812","COC=1C=C(C(=O)NCC2N(CCC3=CC=CC=C23)CCO)C=C(C1OC)OC","product"
"US039858814","COC=1C=C(C(=O)NCC2NCCC3=CC(=C(C=C23)OC)OC)C=C(C1OC)OC","product"
"US039858871","COC1=CC=C(C=C1)C(O)C1=NC=CC=C1","product"
"US039858872","N1=C(C=CC=C1)C(=O)C1=CC(=C(C=C1)OCC1=CC=CC=C1)NC(C)=O","product"
"US039858873","N1=C(C=CC=C1)C(=O)C1=CC(=C(C=C1)OCC1=CC=CC=C1)NC=O","product"
"US039858874","N1=C(C=CC=C1)C(=O)C1=CC(=C(C=C1)OCC1=CC=CC=C1)NS(N(C)C)(=O)=O","product"
"US039858875","N1=C(C=CC=C1)C(=O)C1=CC(=C(C=C1)OCC1=CC=CC=C1)N(C(C)=O)S(=O)(=O)Cl","product"
"US039858876","N1=C(C=CC=C1)C(=O)C1=CC(=C(C=C1)OCC1=CC=CC=C1)N=C=O","product"
"US039858877","COC1=CC=C(C=C1)C(O)C1=NC(=CC=C1)C","product"
"US039858878","CC1=CC=CC(=N1)C(=O)C1=CC(=C(C=C1)OCC1=CC=CC=C1)N","product"
"US039858878","C(CCC)C=1C=CC(=NC1)C(=O)C1=CC(=C(C=C1)OCC1=CC=CC=C1)N","product"
"US039858881","C(#N)C(CCC(=O)OCC)(CCC(=O)OCC)C1=CC=CC=C1","product"
"US039858884","CN1C(C2(CCC1=O)CCC(C1=CC=CC=C12)=O)=O","product"
"US039858886","CN1C(C2(CCC1=O)CCC(C1=CC(=CC=C12)C)=O)=O","product"
"US039858861","C(C)OC(=O)C1=C(N=C(C(C1C1=CC=CC=C1)C(=O)OCC)OCC)N","product"
"US039858862","COC(=O)C1=C(N=C(C(C1C1=CC(=CC=C1)[N+](=O)[O-])C(=O)OC)OCC)N","product"
"US039858863","C(C)OC(=O)C1=C(N=C(C(C1C1=CC(=CC=C1)[N+](=O)[O-])C(=O)OCC)OCC)N","product"
"US039858864","C(C)OC(=O)C1=C(N=C(C(C1C1=CC(=CC=C1)Cl)C(=O)OCC)OCC)N","product"
"US039858865","COC(=O)C1=C(N=C(C(C1C1=CC(=CC=C1)Cl)C(=O)OC)OCC)N","product"
"US039858867","COC(=O)C1=C(N=C(C(C1C1=C(C=CC=C1)F)C(=O)OC)OCC)N","product"
"US039858869","C(C)OC(=O)C1=C(N=C(C(C1C1=CC(=CC=C1Cl)[N+](=O)[O-])C(=O)OCC)OCC)N","product"
"US0398588611","C(C)OC(=O)C1=C(N=C(C(C1C=1OC=CC1)C(=O)OCC)OCC)N","product"
"US0398588613","C(C)OC(=O)C1=C(N=C(C(C1C1=CC=NC=C1)C(=O)OCC)SCC)N","product"
"US039858823","CC1CCC2=C3C(C(C(=CN13)C(=O)OCC)=O)=C(C=C2)C","product"
"US039858825","NC=1C=CC=2CCC(N3C=C(C(C1C23)=O)C(=O)O)C","product"
"US039858826","OC1=CC=C2C(C(=CN3C(CCC1=C23)C)C(=O)O)=O","product"
"US039858827","C(C)(=O)NC=1C=CC=2CCC(N3C=C(C(C1C23)=O)C(=O)O)C","product"
"US039858828","C(C)(=O)NC1=C(C=C2C(C(=CN3C(CCC1=C23)C)C(=O)O)=O)Cl","product"
"US039858829","FC1=CC=2CCC(N3C=C(C(C(C23)=C1)=O)C(=O)Cl)C","product"
"US0398588211","FC=1C=C2CCC(NC2=CC1)C","product"
"US0398588212","ClC=1C=C2CCC(NC2=CC1)C","product"
"US0398588213","COC=1C=C2CCC(NC2=CC1)C","product"
"US0398588214","CN(C)C=1C=C2CCC(NC2=CC1)C","product"
"US0398588215","ClC1=C2CCC(NC2=CC=C1C)C","product"
"US0398588216","COC1=C2CCC(NC2=CC=C1)C","product"
"US0398588217","FC=1C=C2CCC(NC2=CC1)C(F)(F)F","product"
"US0398588218","COC=1C=C2CCC(NC2=CC1)C(F)(F)F","product"
"US0398588219","ClC=1C=C2CCC(NC2=CC1)C(F)(F)F","product"
"US039858981","C(C1=CC=CC=C1)(=O)NC(=S)NC1CC2=CC=CC=C2C1","product"
"US039858982","C1C(CC2=CC=CC=C12)NC(=S)N","product"
"US039858891","FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)OC(C1=CC=CC=C12)=O)C1=CC=C(C=C1)F","product"
"US039858892","FC1=CC=C(C(=O)CCCN2CCC3(CC2)OC(C2=CC=CC=C23)=O)C=C1","product"
"US039858893","ClC1=C(C=CC(=C1)F)C=1OCC(N1)(C)C","product"
"US039858894","BrC1=C(C=C(C(=C1)OC)OC)C=1OCC(N1)(C)C","product"
"US039858895","COC=1C=C2C(OC3(CCN(CC3)CCCC(C3=CC=C(C=C3)F)=O)C2=CC1OC)=O","product"
"US039858896","CC1(N=C(OC1)C1=C(C=C2C(=C1)OCO2)C2(CCN(CC2)C)O)C","product"
"US039858897","CN1CCC2(CC1)OC(C1=CC3=C(C=C12)OCO3)=O","product"
"US039858898","C(C=C)N1CCC2(CC1)OC(C1=CC=CC=C12)=O","product"
"US039858899","C(C1=CC=CC=C1)N1CC(CC1)(O)C1=C(C=CC=C1)C=1OCC(N1)(C)C","product"
"US0398588910","CC1(N=C(OC1)C1=C(C=CC=C1)C1(CCN(CCC1)C)O)C","product"
"US0398588911","OC1(CCN(CC1)C)C1=C(C=CC=C1)CO","product"
"US0398588914","C(C)N1CCC2(CC1)OCC1=CC=CC=C12","product"
"US0398588915","OC1(CCN(CC1)C)C1=C(C=CC(=C1)C(F)(F)F)CO","product"
"US0398588916","OC1(CCN(CC1)C)C1=C(C=C(C=C1)C)CO","product"
"US0398588917","CN1CCC2(CC1)OCC1=CC(=CC=C12)C","product"
"US0398588918","ClC1=CC(=C(C=C1)CO)C1(CCN(CC1)C)O","product"
"US0398588919","ClC1=CC=C2COC3(CCN(CC3)C)C2=C1","product"
"US0398588920","FC=1C=CC(=C(C1)CO)C1(CCN(CC1)C)O","product"
"US0398588921","FC=1C=C2COC3(CCN(CC3)C)C2=CC1","product"
"US0398588922","CN1CC2(CC1)OCC1=CC=CC=C12","product"
"US0398588923","OC(CCN1CCC2(CC1)OC(C1=CC=CC=C12)=O)C1=CC=CC=C1","product"
"US0398588924","C(C1=CC=CC=C1)(C1=CC=CC=C1)OCCN1CCC2(CC1)OC(C1=CC=CC=C12)=O","product"
"US039858951","C1=CC=CC=2SCC3=C(C(C21)=NCCCO)C=CC=C3","product"
"US039858952","S(=O)(=O)(OCCCN=C1C2=C(SCC3=C1C=CC=C3)C=CC=C2)C2=CC=C(C)C=C2","product"
"US039858953","C1=CC=CC=2SCC3=C(C(C21)=NO)C=CC=C3","product"
"US039858954","C(C)N(CCCN=C1C2=C(SCC3=C1C=CC=C3)C=CC=C2)CC","product"
"US039858955","C(C)N(CCCN=C1C2=C(SCC3=C1C=CC=C3)C=CC=C2)CC","product"
"US039858956","ClC1C2=C(SCC3=C1C=CC=C3)C=CC=C2","product"
"US039858957","C(C)NCCCN=C1C2=C(SCC3=C1C=CC=C3)C=CC=C2","product"
"US039858961","BrC=CC1=CC=C(C2=CC=CC=C12)OC","product"
"US039858962","C(#C)C1=CC=C(C2=CC=CC=C12)OC","product"
"US039858964","C(C)(=O)C1=C(OC2=C1C=CC=C2)C2=CC=C(C1=CC=CC=C21)OCCBr","product"
"US039858965","C(=O)(O)C1=C(OC2=C1C=CC=C2)C2=CC=C(C1=CC=CC=C21)OCCBr","product"
"US039858967","BrCCCOC1=C2C=CC=C3C(C=4C5=C(OC4C(C=C1)=C32)C=CC=C5)=O","product"
"US039858968","BrCCCOC1=C2C=CC=C3C(C=4C5=C(OC4C(C=C1)=C32)C=CC=C5)=O","product"
"US039858969","C(C)N(CCOC1=C2C=CC=C3C(C=4C5=C(OC4C(C=C1)=C32)C=CC=C5)=O)CC","product"
"US039859071","C(C)C(C(=O)CCC)SC1=C(OC(=C1)C)C","product"
"US039857741","O=C(CCC(=O)O)C=1C=CC2=C(OC3=C2C=CC=C3)C1","product"
"US039861401","C1(CCCCC1)C1=NC(=CC(=C1)C1=CC=C(C=C1)OCC)C1CCCCC1","product"
